date,id,England,Wales,Scotland,Northern Ireland,Variant,Event England,Direction England,Icon England,Event Wales,Direction Wales,Icon Wales,Event Scotland,Direction Scotland,Icon Scotland,Event Northern Ireland,Direction Northern Ireland,Icon Northern Ireland,Event vaccine programme,Direction vaccine programme,Icon vaccine programme
4/13/21,408,3.6,4.2,2.4,4.6,alpha,,,,,,,,,,,,,,,
4/14/21,409,3.5,3.9,2.2,4.3,alpha,,,,,,,,,,,,,,,
4/15/21,410,3.3,3.7,2.1,4.2,alpha,,,,,,,,,,,,,,,
4/16/21,411,3.3,3.3,2,4.3,alpha,,,,,,,Outdoor mixing for groups of up to six,open,gatherings,,,,,,
4/17/21,412,3.1,3.6,1.9,4.3,alpha,,,,,,,,,,,,,,,
4/18/21,413,3,3.4,1.9,4.2,alpha,,,,,,,,,,,,,,,
4/19/21,414,3.1,3.1,1.9,4,alpha,,,,,,,,,,,,,,,
4/20/21,415,2.9,3.2,1.9,3.7,alpha,,,,,,,,,,,,,,,
4/21/21,416,2.8,3.2,2,4.1,alpha,,,,,,,,,,,,,,,
4/22/21,417,2.7,3.2,1.7,4,alpha,,,,,,,,,,,,,,,
4/23/21,418,2.6,3.2,1.7,4,alpha,,,,,,,,,,Further reopening eg close contact services,open,shops,,,
4/24/21,419,2.5,3.2,1.7,4,alpha,,,,Six people able to meet outdoors,open,gatherings,,,,,,,,,
4/25/21,420,2.4,2.6,1.6,4.2,alpha,,,,,,,,,,,,,,,
4/26/21,421,2.5,2.7,1.7,4.1,alpha,,,,,,,Hospitality venues open up,open,hospitality,,,,,,
4/27/21,422,2.3,3.2,1.5,4.2,alpha,,,,,,,,,,,,,,,
4/28/21,423,2.3,2.6,1.4,4.2,alpha,,,,,,,,,,,,,,,
4/29/21,424,2.2,2.7,1.3,3.9,alpha,,,,,,,,,,,,,,,
4/30/21,425,2.1,2,1.2,4.1,alpha,,,,,,,,,,Non essential retail and outdoor hospitality reopens,open,shops,,,
5/1/21,426,1.9,2.3,1.2,4.2,alpha,,,,,,,,,,,,,,,
5/2/21,427,1.9,1.9,1.2,4,alpha,,,,,,,,,,,,,,,
5/3/21,428,1.9,2,1.2,4.3,alpha,,,,,,,,,,,,,,,
5/4/21,429,1.9,2.1,1.1,4.2,alpha,,,,,,,,,,,,,,,
5/5/21,430,1.8,2,1.3,4.1,alpha,,,,,,,,,,,,,,,
5/6/21,431,1.7,1.8,1.1,3.7,alpha,,,,,,,,,,,,,,,
5/7/21,432,1.7,1.7,1.2,3.4,alpha,,,,,,,,,,,,,,,
5/8/21,433,1.7,2,1.2,3.4,alpha,,,,,,,,,,,,,,,
5/9/21,434,1.6,1.7,1.2,3.6,alpha,,,,,,,,,,,,,,,
5/10/21,435,1.7,1.5,1.3,3.5,alpha,UK CMOs lower UK wide alert level,open,lockdown,UK CMOs lower UK wide alert level,open,lockdown,UK CMOs lower UK wide alert level,open,lockdown,UK CMOs lower UK wide alert level,open,lockdown,,,
5/11/21,436,1.6,1.8,1.3,3.2,alpha,,,,,,,,,,,,,,,
5/12/21,437,1.6,1.3,1.2,3,alpha,,,,,,,,,,,,,,,
5/13/21,438,1.5,1.4,1.2,2.7,alpha,,,,,,,,,,,,,,,
5/14/21,439,1.4,1.5,1.2,2.6,alpha,,,,,,,,,,,,,,,
5/15/21,440,1.4,1.3,1.3,2.6,alpha,,,,,,,,,,,,,,,
5/16/21,441,1.4,1.2,1.1,2.4,alpha,,,,,,,,,,,,,,,
5/17/21,442,1.4,1.1,1.2,2.4,alpha,"Indoor mixing of six people or two households allowed, and more venues open",open,gatherings,Six people from different households can meet indoors,open,gatherings,Eased restrictions for most of mainland Scotland and further reduced restrictions for islands,open,lockdown,,,,,,
5/18/21,443,1.3,1.2,1.3,2.4,alpha,,,,,,,,,,,,,,,
5/19/21,444,1.3,1.3,1.4,2.4,alpha,,,,,,,,,,,,,,,
5/20/21,445,1.3,1.3,1.5,2.2,alpha,,,,,,,,,,,,,,,
5/21/21,446,1.4,1.2,1.5,2.1,alpha,,,,,,,,,,,,,,,
5/22/21,447,1.3,1,1.6,2.2,alpha,,,,,,,,,,,,,,,
5/23/21,448,1.3,1,1.8,2.1,alpha,,,,,,,,,,,,,,,
5/24/21,449,1.4,1.1,1.7,2,alpha,,,,,,,,,,Indoor hospitality reopens and six people from two households can meet indoors,open,hospitality,,,
5/25/21,450,1.4,0.8,1.8,1.9,alpha,,,,,,,,,,,,,,,
5/26/21,451,1.3,0.6,1.8,1.8,alpha,,,,,,,,,,,,,,,
5/27/21,452,1.3,0.5,1.5,1.7,alpha,,,,,,,,,,,,,,,
5/28/21,453,1.3,0.7,1.6,1.8,alpha,,,,Football fans urged not to travel,closed,travel,,,,,,,,,
5/29/21,454,1.3,0.6,1.6,1.9,alpha,,,,,,,,,,,,,,,
5/30/21,455,1.3,0.6,1.8,1.8,alpha,,,,,,,,,,,,,,,
5/31/21,456,1.4,0.6,2,1.6,alpha,,,,,,,,,,,,,,,
6/1/21,457,1.4,0.6,1.9,1.6,delta,,,,,,,,,,,,,,,
6/2/21,458,1.4,0.7,2.1,1.4,delta,,,,,,,,,,,,,,,
6/3/21,459,1.4,0.8,2,1.5,delta,,,,,,,,,,,,,,,
6/4/21,460,1.4,0.7,2.1,1.3,delta,,,,,,,,,,,,,,,
6/5/21,461,1.4,0.7,2,1.4,delta,,,,,,,,,,,,,,,
6/6/21,462,1.4,0.7,2,1.4,delta,,,,,,,,,,,,,,,
6/7/21,463,1.5,0.9,2.2,1.5,delta,,,,Up to 30 people can meet outdoors,open,gatherings,,,,,,,,,
6/8/21,464,1.6,0.9,2.2,1.6,delta,,,,,,,,,,,,,,,
6/9/21,465,1.5,1.2,2.3,1.5,delta,,,,,,,,,,,,,,,
6/10/21,466,1.6,1.3,2.3,1.4,delta,,,,,,,,,,,,,,,
6/11/21,467,1.6,1.2,2.4,1.4,delta,,,,,,,,,,,,,,,
6/12/21,468,1.6,1.3,2.4,1.3,delta,,,,,,,,,,,,,,,
6/13/21,469,1.7,1.4,2.4,1.2,delta,,,,,,,,,,,,,,,
6/14/21,470,1.8,1.3,2.3,1.2,delta,"Delay to further reopening, as vaccine programme accelerated",closed,lockdown,,,,,,,,,,,,
6/15/21,471,1.8,1.4,2.5,1.3,delta,,,,,,,,,,,,,,,
6/16/21,472,1.9,1.4,2.4,1.4,delta,,,,,,,,,,,,,,,
6/17/21,473,2,1.2,2.6,1.4,delta,All adults offered vaccine,closed,vaccine,Further easing of restrictions paused,closed,lockdown,,,,Plans for further easing put back to July,closed,lockdown,,,
6/18/21,474,2.1,1.4,2.3,1.4,delta,,,,,,,,,,,,,,,
6/19/21,475,2,1.3,2.7,1.3,delta,,,,,,,,,,,,,,,
6/20/21,476,2.1,1.4,2.7,1.3,delta,,,,,,,,,,,,,,,
6/21/21,477,2.3,1.5,2.9,1.4,delta,,,,,,,,,,,,,,,
6/22/21,478,2.3,1.4,3.1,1.6,delta,,,,,,,Further easing delayed to July,closed,lockdown,,,,,,
6/23/21,479,2.2,1.3,3.1,1.7,delta,,,,,,,,,,,,,,,
6/24/21,480,2.3,1.2,3.2,1.7,delta,,,,,,,,,,,,,,,
6/25/21,481,2.3,1.2,3.4,1.7,delta,,,,,,,,,,,,,,,
6/26/21,482,2.3,1.3,3.6,1.9,delta,,,,,,,,,,,,,,,
6/27/21,483,2.4,1.3,3.6,2.2,delta,,,,,,,,,,,,,,,
6/28/21,484,2.6,1.1,3.7,2.4,delta,,,,,,,,,,,,,,,
6/29/21,485,2.6,1.3,3.9,2.7,delta,,,,,,,,,,,,,,,
6/30/21,486,2.7,1.2,4.3,3,delta,,,,,,,,,,,,,Autumn boosters announced,closed,vaccine
7/1/21,487,2.8,1.4,5,3.3,delta,,,,,,,,,,,,,,,
7/2/21,488,2.8,1.6,5.2,3.8,delta,,,,,,,,,,,,,,,
7/3/21,489,2.9,1.5,5.6,3.9,delta,,,,,,,,,,,,,,,
7/4/21,490,3.1,1.4,5.8,4.2,delta,,,,,,,,,,,,,,,
7/5/21,491,3.3,1.9,6.2,4.3,delta,,,,,,,,,,,,,,,
7/6/21,492,3.5,1.8,6.3,4.6,delta,,,,,,,,,,,,,,,
7/7/21,493,3.8,1.8,7.1,5.1,delta,,,,,,,,,,,,,,,
7/8/21,494,3.9,1.9,7.3,5.3,delta,,,,,,,,,,,,,,,
7/9/21,495,4.2,2.1,7.8,5.2,delta,,,,,,,,,,,,,,,
7/10/21,496,4.3,2.1,8,5.8,delta,,,,,,,,,,,,,,,
7/11/21,497,4.5,2,8.1,6.1,delta,,,,,,,,,,,,,,,
7/12/21,498,4.9,2.1,8.6,6.8,delta,,,,,,,,,,,,,,,
7/13/21,499,5.3,2.1,9.3,7.1,delta,,,,,,,,,,,,,,,
7/14/21,500,5.5,2.6,9.4,8.2,delta,,,,,,,,,,,,,,,
7/15/21,501,5.7,2.8,9.9,9,delta,,,,,,,,,,,,,,,
7/16/21,502,6,2.7,9.7,9,delta,,,,,,,,,,,,,,,
7/17/21,503,6.1,2.9,9.5,9.7,delta,,,,More restrictions removed,open,lockdown,,,,,,,,,
7/18/21,504,6.3,2.8,9.4,10.7,delta,,,,,,,,,,,,,,,
7/19/21,505,6.7,3.2,9.8,10.9,delta,Most legal limits on social contact removed,open,gatherings,,,,Further easing of restrictions,open,lockdown,,,,,,
7/20/21,506,6.9,3.2,9.7,11.7,delta,,,,,,,,,,,,,,,
7/21/21,507,7.2,3.4,9.7,12.5,delta,,,,,,,,,,,,,,,
7/22/21,508,7.5,3.8,8.9,14.2,delta,,,,,,,,,,,,,,,
7/23/21,509,7.8,4.1,9.2,15,delta,,,,,,,,,,,,,,,
7/24/21,510,7.9,4.2,8.8,15.6,delta,,,,,,,,,,,,,,,
7/25/21,511,8.4,4,8.8,16.9,delta,,,,,,,,,,,,,,,
7/26/21,512,8.9,4.6,8.7,17.7,delta,,,,,,,,,,,,,,,
7/27/21,513,9.1,4.5,8.6,17.3,delta,,,,,,,,,,,,,,,
7/28/21,514,9.2,4.5,8.7,16.6,delta,,,,,,,,,,,,,,,
7/29/21,515,8.9,4.4,9,16.4,delta,,,,,,,,,,,,,,,
7/30/21,516,9,4.4,8.5,16.6,delta,,,,,,,,,,,,,,,
7/31/21,517,8.9,4.5,8.1,16.9,delta,,,,,,,,,,,,,,,
8/1/21,518,9,4.6,7.7,17.5,delta,,,,,,,,,,,,,,,
8/2/21,519,9.4,5,7.4,18.4,delta,,,,,,,,,,,,,,,
8/3/21,520,9,4.7,7.4,18.1,delta,,,,,,,,,,,,,,,
8/4/21,521,8.7,4.2,7,17.9,delta,,,,,,,,,,,,,,,
8/5/21,522,8.7,4.1,7,18.9,delta,,,,August Most limits on social contact removed,open,gatherings,,,,,,,,,
8/6/21,523,8.6,4.2,6.7,20.2,delta,,,,,,,,,,,,,,,
8/7/21,524,8.5,4.1,6.6,21.4,delta,,,,,,,,,,,,,,,
8/8/21,525,8.7,4.4,6.6,22.6,delta,,,,,,,,,,,,,,,
8/9/21,526,9,4.5,6.5,22.6,delta,,,,,,,Most legal limits on social contact removed,open,gatherings,,,,,,
8/10/21,527,9,4.5,6.4,23.1,delta,,,,,,,,,,,,,,,
8/11/21,528,9,4.4,6.5,23.5,delta,,,,,,,,,,,,,,,
8/12/21,529,8.9,4.1,6.5,23.8,delta,,,,,,,,,,Rule of six and school bubbles end,open,gatherings,,,
8/13/21,530,9,4.2,6.5,22.9,delta,,,,,,,,,,,,,,,
8/14/21,531,8.8,4.2,6.2,23.7,delta,,,,,,,,,,,,,,,
8/15/21,532,9,4.4,6.1,24.7,delta,,,,,,,,,,,,,,,
8/16/21,533,9.6,4.5,6.2,25.4,delta,,,,,,,,,,,,,,,
8/17/21,534,9.6,4.8,6.2,25.7,delta,,,,,,,,,,,,,,,
8/18/21,535,9.8,5.1,5.9,25,delta,,,,,,,,,,,,,,,
8/19/21,536,9.8,5.7,5.8,24.5,delta,,,,,,,,,,,,,,,
8/20/21,537,9.9,6.1,5.7,23.7,delta,,,,,,,,,,,,,,,
8/21/21,538,9.9,5.8,5.9,24.2,delta,,,,,,,,,,,,,,,
8/22/21,539,10.2,6.2,6.2,25.1,delta,,,,,,,,,,,,,,,
8/23/21,540,10.6,6.5,6.5,24.7,delta,,,,,,,,,,,,,,,
8/24/21,541,10.5,6.8,6.7,25.3,delta,,,,,,,,,,,,,,,
8/25/21,542,10.5,6.8,7.2,24.6,delta,,,,,,,,,,,,,,,
8/26/21,543,10.4,7.6,7.8,25.5,delta,,,,,,,,,,,,,,,
8/27/21,544,10.4,7.6,8.8,25.6,delta,,,,,,,,,,,,,,,
8/28/21,545,10.2,8,9,25.6,delta,,,,,,,,,,,,,,,
8/29/21,546,10.4,8.3,9.3,26.1,delta,,,,,,,,,,,,,,,
8/30/21,547,10.6,9.1,10.1,26.9,delta,,,,,,,,,,,,,,,
8/31/21,548,11.1,9.5,10.7,26.8,delta,,,,,,,,,,,,,,,
9/1/21,549,11,9.9,11.5,27.1,delta,,,,,,,,,,,,,,,
9/2/21,550,10.9,10.2,11.4,26.4,delta,,,,,,,,,,,,,,,
9/3/21,551,11,10.4,11.9,26.5,delta,,,,,,,,,,,,,,,
9/4/21,552,10.7,10.7,12.3,27.1,delta,,,,,,,,,,,,,,,
9/5/21,553,10.9,11,13.2,27.7,delta,,,,,,,,,,,,,,,
9/6/21,554,11.3,11.6,14.1,28.1,delta,,,,,,,,,,,,,,,
9/7/21,555,11,12.7,14.7,28.4,delta,,,,,,,,,,,,,,,
9/8/21,556,11.1,13.5,16.2,28.2,delta,,,,,,,,,,,,,,,
9/9/21,557,11.1,14.1,17,27.9,delta,,,,,,,,,,,,,,,
9/10/21,558,11.3,14.2,17.9,26.4,delta,,,,,,,,,,,,,,,
9/11/21,559,11,14.4,18,26.9,delta,,,,,,,,,,,,,,,
9/12/21,560,11.1,15,18.7,27.1,delta,,,,,,,,,,,,,,,
9/13/21,561,11.4,15.8,19.2,27.3,delta,,,,,,,,,,,,,CMOs decision on vaccines for all 12-15 year olds,closed,vaccine
9/14/21,562,11.2,15.9,19.5,26.3,delta,Winter Plan B released if the NHS comes under unsustainable pressure,closed,healthcare,,,,,,,,,,,,
9/15/21,563,11.2,16.7,19.7,26.7,delta,,,,,,,,,,,,,,,
9/16/21,564,10.8,16.2,19.3,25.8,delta,,,,,,,,,,,,,,,
9/17/21,565,10.5,16.2,19,24.8,delta,,,,,,,,,,,,,,,
9/18/21,566,10.1,16,19.2,25,delta,,,,,,,,,,,,,,,
9/19/21,567,10.1,16.3,19.6,25.5,delta,,,,,,,,,,,,,,,
9/20/21,568,10.1,16.8,19.9,25,delta,,,,,,,,,,,,,,,
9/21/21,569,9.8,16.4,20.3,25.2,delta,,,,,,,,,,,,,,,
9/22/21,570,9.6,15.6,19.7,24.4,delta,,,,,,,,,,,,,,,
9/23/21,571,9.2,15.1,19.3,23.4,delta,,,,,,,,,,,,,,,
9/24/21,572,8.9,14.8,18.5,22.5,delta,,,,,,,,,,,,,,,
9/25/21,573,9,14.2,18.4,22.9,delta,,,,,,,,,,,,,,,
9/26/21,574,8.8,14.3,18.3,23.5,delta,,,,,,,,,,,,,,,
9/27/21,575,9.1,15.6,18.7,23.4,delta,,,,,,,,,,,,,,,
9/28/21,576,9.1,15,18.8,22.9,delta,,,,,,,,,,,,,,,
9/29/21,577,8.9,15.1,18.7,22.8,delta,,,,,,,,,,,,,,,
9/30/21,578,8.7,14.6,18.3,22.6,delta,,,,,,,,,,Social distancing in indoor shops and some venues ends,open,shops,,,
10/1/21,579,8.5,13.8,18,22.1,delta,,,,,,,"Vaccine certifacte introduced, enforced from 18 October",closed,vaccine,,,,,,
10/2/21,580,8.2,14.2,17.7,22.2,delta,,,,,,,,,,,,,,,
10/3/21,581,8.4,14.8,17.7,22.8,delta,,,,,,,,,,,,,,,
10/4/21,582,8.7,15.5,18.3,23,delta,,,,,,,,,,,,,,,
10/5/21,583,8.9,14.8,18.3,23.2,delta,,,,,,,,,,,,,,,
10/6/21,584,8.9,14.5,18.1,23.2,delta,,,,,,,,,,,,,,,
10/7/21,585,8.8,14.5,17.9,23.5,delta,,,,,,,,,,,,,,,
10/8/21,586,8.8,14.5,17.5,22.9,delta,,,,Winter plan released,closed,healthcare,,,,,,,,,
10/9/21,587,8.7,14.5,17.3,23.6,delta,,,,,,,,,,,,,,,
10/10/21,588,9,15,17.1,24,delta,,,,,,,,,,,,,,,
10/11/21,589,9.2,15.6,17.1,24.4,delta,,,,Covid pass needed for large indoor evets and nightclubs,closed,hospitality,,,,,,,,,
10/12/21,590,9.2,16.3,17.1,24.4,delta,,,,,,,,,,,,,,,
10/13/21,591,9.3,16.2,16.8,24.4,delta,,,,,,,,,,,,,,,
10/14/21,592,9.4,17.1,16.6,24.3,delta,,,,,,,,,,,,,,,
10/15/21,593,9.5,17,15.5,24.4,delta,,,,,,,,,,,,,,,
10/16/21,594,9.5,17.4,15.4,24.3,delta,,,,,,,,,,,,,,,
10/17/21,595,9.9,18.1,15.2,25.5,delta,,,,,,,,,,,,,,,
10/18/21,596,10.5,18.6,15.7,26.1,delta,,,,,,,Vaccine certifacte enforced,closed,vaccine,,,,,,
10/19/21,597,10.8,18,15.9,26,delta,,,,,,,,,,,,,,,
10/20/21,598,11.1,18.8,16.3,26.4,delta,,,,,,,,,,,,,,,
10/21/21,599,11.3,18.8,16.8,26.4,delta,,,,,,,,,,Nightclubs reopen,open,hospitality,,,
10/22/21,600,11.3,18.5,16.4,25.4,delta,,,,,,,,,,,,,,,
10/23/21,601,11.3,18.6,16.4,25.7,delta,,,,,,,,,,,,,,,
10/24/21,602,11.5,19.1,16.4,26.8,delta,,,,,,,,,,,,,,,
10/25/21,603,12,19.9,16.5,27.3,delta,,,,,,,,,,,,,,,
10/26/21,604,12.2,20.8,16.8,27.1,delta,,,,,,,,,,,,,,,
10/27/21,605,12.3,21.7,16.9,27.1,delta,,,,,,,,,,,,,,,
10/28/21,606,12.4,21.7,17.1,27.4,delta,,,,,,,,,,,,,,,
10/29/21,607,12.6,21.6,17.1,27.6,delta,,,,self-isolation rules strengthened,closed,gatherings,,,,,,,,,
10/30/21,608,12.7,21.5,17,28.8,delta,,,,,,,,,,,,,,,
10/31/21,609,12.9,21.6,16.6,29.2,delta,,,,,,,,,,,,,,,
11/1/21,610,13.3,21.8,17.1,28.9,delta,,,,,,,,,,,,,,,
11/2/21,611,13.3,22,17.2,28.6,delta,,,,,,,,,,,,,,,
11/3/21,612,12.9,22.3,17.2,28.1,delta,,,,,,,,,,,,,,,
11/4/21,613,12.7,21.6,16.5,28.4,delta,,,,,,,,,,,,,,,
11/5/21,614,12.5,21,15.6,28.5,delta,,,,,,,,,,,,,,,
11/6/21,615,12.2,20.2,15.2,28.4,delta,,,,,,,,,,,,,,,
11/7/21,616,12.2,20.4,14.7,28.8,delta,,,,,,,,,,,,,,,
11/8/21,617,12.5,20.6,14.4,28.4,delta,,,,,,,,,,,,,,,
11/9/21,618,12.5,20.5,14,28.5,delta,,,,,,,,,,,,,,,
11/10/21,619,12.3,20.2,14.5,28.7,delta,,,,,,,,,,,,,,,
11/11/21,620,12.1,19.6,14.1,27.9,delta,,,,,,,,,,,,,,,
11/12/21,621,12,19.7,13.9,28.1,delta,,,,,,,,,,,,,,,
11/13/21,622,11.7,18.7,14.1,29,delta,,,,,,,,,,,,,,,
11/14/21,623,11.9,19.4,13.9,29.5,delta,,,,,,,,,,,,,,,
11/15/21,624,12.1,19.7,14.1,28.5,delta,,,,Covid pass extended,closed,hospitality,,,,,,,,,
11/16/21,625,11.7,18.7,14.3,27.8,delta,,,,,,,,,,,,,,,
11/17/21,626,11.3,18,14.2,27.3,delta,,,,,,,,,,,,,,,
11/18/21,627,11.2,17.3,14.4,26.6,delta,,,,,,,,,,,,,,,
11/19/21,628,11.2,16.9,14.4,25.9,delta,,,,,,,,,,,,,,,
11/20/21,629,10.9,16.6,14.5,26,delta,,,,,,,,,,,,,,,
11/21/21,630,11.2,16.4,13.8,26.5,delta,,,,,,,,,,,,,,,
11/22/21,631,11.4,16.5,13.7,26.1,delta,,,,,,,,,,,,,,,
11/23/21,632,11.1,15.4,13.6,25.9,delta,,,,,,,,,,,,,,,
11/24/21,633,10.7,15,13,25.6,delta,,,,,,,,,,,,,,,
11/25/21,634,10.7,15,13.2,24.3,delta,,,,,,,,,,,,,,,
11/26/21,635,10.6,14.2,13.4,23.6,delta,,,,,,,,,,,,,,,
11/27/21,636,10.3,14.2,13.3,23.2,delta,,,,,,,,,,,,,,,
11/28/21,637,10.4,14.1,13,24,delta,,,,,,,,,,,,,,,
11/29/21,638,10.8,15.2,13.1,23.3,delta,,,,Face coverings required in schools,closed,schools,,,,Covid vaccine pass introduced,closed,hospitality,,,
11/30/21,639,10.8,14.9,12.9,23.2,delta,,,,,,,,,,,,,,,
12/1/21,640,10.3,14.3,12.8,22.7,Omicron BA.1,,,,,,,,,,,,,,,
12/2/21,641,10.5,14.3,12.4,23.1,Omicron BA.1,,,,,,,,,,,,,,,
12/3/21,642,10.3,14.4,11.9,22.9,Omicron BA.1,,,,,,,,,,,,,,,
12/4/21,643,10.2,13.3,11.1,23.1,Omicron BA.1,,,,,,,,,,,,,,,
12/5/21,644,10.4,12.9,10.7,24.1,Omicron BA.1,,,,,,,,,,,,,,,
12/6/21,645,10.6,13.2,10.8,24.3,Omicron BA.1,,,,,,,,,,,,,,,
12/7/21,646,10.7,12.1,10.5,24.1,Omicron BA.1,,,,,,,,,,,,,,,
12/8/21,647,10.7,11.8,10.6,24,Omicron BA.1,,,,,,,,,,,,,,,
12/9/21,648,10.8,12.2,10.6,23,Omicron BA.1,,,,,,,,,,,,,,,
12/10/21,649,10.8,12.6,10.5,22.4,Omicron BA.1,Masks become compulsory in most indoor venues,closed,masks,,,,,,,,,,,,
12/11/21,650,10.8,11.6,10.1,23.1,Omicron BA.1,,,,,,,,,,,,,,,
12/12/21,651,11,11.5,9.9,23.6,Omicron BA.1,,,,,,,,,,,,,,,
12/13/21,652,11.3,12.3,10.3,23.6,Omicron BA.1,,,,,,,,,,Covid pass becomes enforcable in some hospitality settings,closed,hospitality,"Booster programme accelerated - all elgible adults to be offered by end Jan.
UK CMOs move UK to level 4",closed,vaccine
12/14/21,653,11.4,12.2,9.9,22.8,Omicron BA.1,,,,,,,,,,,,,,,
12/15/21,654,11.2,12,10,23,Omicron BA.1,NHS Covid Pass becomes mandatory in some settings. Chris Whitty briefing asks people to deprioritise social interactions ahead of Christmas.,closed,hospitality,,,,,,,,,,,,
12/16/21,655,11.3,11.4,9.7,23.2,Omicron BA.1,,,,"Guidance on vaccination, testing, and protective measures",closed,hospitality,,,,,,,,,
12/17/21,656,11.2,10.9,9.5,22.6,Omicron BA.1,,,,,,,,,,,,,,,
12/18/21,657,11.1,10.9,9,22.5,Omicron BA.1,,,,,,,,,,,,,,,
12/19/21,658,11.4,10.6,9.2,23,Omicron BA.1,,,,,,,,,,,,,,,
12/20/21,659,11.8,10.4,9.4,22.1,Omicron BA.1,,,,Sporting events played behind closed doors,closed,hospitality,,,,,,,,,
12/21/21,660,12.2,10.4,9.4,22.3,Omicron BA.1,,,,,,,,,,,,,,,
12/22/21,661,12.5,10.9,9.8,22.6,Omicron BA.1,,,,,,,,,,,,,,,
12/23/21,662,12.6,10.8,9.9,22.2,Omicron BA.1,,,,,,,,,,,,,,,
12/24/21,663,13,11.1,9.6,22.2,Omicron BA.1,,,,,,,,,,,,,,,
12/25/21,664,12.7,10.7,9.6,22.7,Omicron BA.1,,,,,,,,,,,,,,,
12/26/21,665,13.3,11.5,9.7,23.8,Omicron BA.1,,,,Rule of six reinstated,closed,gatherings,,,,Nightclubs close,closed,hospitality,,,
12/27/21,666,15,12.2,10.2,25.6,Omicron BA.1,,,,,,,"Return to restictions for indoor hospitality and leisure settings, nightclubs close",closed,hospitality,Rule of six and other social distancing rules return,closed,gatherings,,,
12/28/21,667,16.9,13.2,11,26.5,Omicron BA.1,,,,,,,,,,,,,,,
12/29/21,668,18.5,14.3,12.4,27.2,Omicron BA.1,,,,,,,,,,,,,,,
12/30/21,669,20.3,16.1,14.8,28.1,Omicron BA.1,,,,,,,,,,,,,,,
12/31/21,670,21.9,16.8,15.7,29.1,Omicron BA.1,,,,,,,,,,,,,,,
1/1/22,671,22.3,18.2,16.4,30.5,Omicron BA.1,,,,,,,,,,,,,,,
1/2/22,672,23.3,19.1,17.4,31.3,Omicron BA.1,,,,,,,,,,,,,,,
1/3/22,673,25.1,19.9,18.9,32.7,Omicron BA.1,,,,,,,,,,,,,,,
1/4/22,674,26.6,21.4,21.1,32.3,Omicron BA.1,,,,,,,,,,,,,,,
1/5/22,675,27.7,22.1,22.4,32.9,Omicron BA.1,,,,,,,,,,,,,,,
1/6/22,676,28.4,22.8,23.2,33.6,Omicron BA.1,,,,,,,,,,,,,,,
1/7/22,677,28.6,23.7,24.2,33.1,Omicron BA.1,,,,,,,,,,,,,,,
1/8/22,678,28.4,24.4,24.8,33.7,Omicron BA.1,,,,,,,,,,,,,,,
1/9/22,679,29,25.7,25.2,34.4,Omicron BA.1,,,,,,,,,,,,,,,
1/10/22,680,30.3,26.8,26.2,34.2,Omicron BA.1,,,,,,,,,,,,,,,
1/11/22,681,30,28.1,27.1,33.9,Omicron BA.1,,,,,,,,,,,,,,,
1/12/22,682,29.9,27.4,28.1,33.7,Omicron BA.1,,,,,,,,,,,,,,,
1/13/22,683,29.6,27.2,28.5,32.8,Omicron BA.1,,,,,,,,,,,,,,,
1/14/22,684,29.2,27.1,28.2,31.9,Omicron BA.1,,,,,,,,,,,,,,,
1/15/22,685,28.8,26.7,28.5,32.5,Omicron BA.1,,,,Some easing of restrictions,open,lockdown,,,,,,,,,
1/16/22,686,29,27.1,28.7,33,Omicron BA.1,,,,,,,,,,,,,,,
1/17/22,687,29.4,26.8,28.7,32.7,Omicron BA.1,Mask rules in most settings end,open,masks,,,,Large outdoor events resume without physical distancing,open,hospitality,,,,,,
1/18/22,688,28.7,26.6,28.3,32.3,Omicron BA.1,,,,,,,,,,,,,,,
1/19/22,689,27.8,25.2,28.7,32.2,Omicron BA.1,,,,,,,,,,,,,,,
1/20/22,690,27.1,25.1,27.7,31.5,Omicron BA.1,,,,,,,,,,,,,,,
1/21/22,691,26.3,25.5,27.6,31,Omicron BA.1,,,,Some easing of restrictions,open,lockdown,,,,,,,,,
1/22/22,692,25.3,23.9,26.8,31.5,Omicron BA.1,,,,,,,,,,,,,,,
1/23/22,693,25.3,22.9,26.3,32,Omicron BA.1,,,,,,,,,,,,,,,
1/24/22,694,25.8,25,26.3,31.5,Omicron BA.1,,,,,,,,,,,,,,,
1/25/22,695,24.9,22.6,25.5,32,Omicron BA.1,,,,,,,,,,,,,,,
1/26/22,696,24.7,24.8,25.4,31.9,Omicron BA.1,,,,,,,,,,,,,,,
1/27/22,697,24.1,25.7,24.1,31.7,Omicron BA.1,,,,,,,,,,Covid pass scrapped except for nightclubs and large events,open,hospitality,,,
1/28/22,698,23.8,25.9,23.8,30.4,Omicron BA.1,,,,Some easing of restrictions,open,lockdown,,,,,,,,,
1/29/22,699,22.4,24.5,23.1,30.3,Omicron BA.1,,,,,,,,,,,,,,,
1/30/22,700,23,24.4,22.3,31.2,Omicron BA.1,,,,,,,,,,,,,,,
1/31/22,701,23.6,25.1,22.1,31.4,Omicron BA.1,,,,,,,,,,,,,,,
2/1/22,702,22.8,25.3,21.5,31.9,Omicron BA.2,,,,,,,,,,,,,,,
2/2/22,703,22.2,24.3,20.4,33.2,Omicron BA.2,,,,,,,,,,,,,,,
2/3/22,704,22,24.2,19.8,33.1,Omicron BA.2,,,,,,,,,,,,,,,
